English,Manx,Manx Orginal,Page,EnglishPage,Notes
"But must conceive of Him as a most pure and glorious Spirit, most powerful, and wise, and good ; who fills the whole World with his Presence, and is always near to us, though not to be seen with bodily Eyes ; and hears our Prayers, and knows our Wants, and is both able and willing to help us.","Agh shegin dooin smooinaghtyn jeh myr Spyrryd feer ghlen as gloyroil, feer phooaral, as creeney, as mie ; Eh ta lhieeney’n slane seihll lesh e Enish,  as ta kinjagh er-gerrey dooin, ga nagh vel Eh dy ve er ny akin lesh sooill dooinney ; as te clashtyn nyn Badjeryn, as fyss echey er nyn ymmyrch, as te chammah fondagh as booiagh dy chooney lhien.",,48,35,
"Our Saviour hath commanded us to pray to God in private, Matt. vi. 6.","Ta nyn Saualtagh er harey shin dy ghoaill Padjer gys Jee er lheh, Mian vi. 6.",,49,35,
"And has taught his Disciples how to pray, giving them that most excellent Form which we call the Lord’s Prayer, Our Father which art in Heaven, &c. which by the Way may assure us, that Forms of Prayer are very lawful, and the Lord’s Prayer may both serve for a Pattern to direct us in all our Prayers, and also is itself most fit to be used, and joined to our other Prayers.","As te er nynsaghey da ny Schoyllaryn echey kys dy ghoaill Padjer, liorish coyrt daue yn Phadjer feer vie shen, ta shin genmys Padjer y Chiarn, Ayr ain, t’ayns niau, &c. liorish shoh ta shickyrys ain, dy vel Padjeryn scruit ro-laue red feer lowal, as foddee Padjer y Chiarn shirveish chammah son sambyl dooin dy ve er nyn leeideil liorish ayns ooilley nyn Badjeryn, as myrgeddyn ee hene feer chooie dy ve er ny usal as er ny ghra marish ny Padjeryn elley ain.",,49,35,
"But it is not proper to use the Belief and the Ten Commandments for Prayers, as the manner is of poor ignorant People ; though we ought often to think of them, and rehearse them, for the quickning of our Faith, and the guiding of our Lives.","Agh cha vel eh jesh dy yannoo ymmyd jeh’n Chrea as ny Jeih Annaghyn son Padjeryn, myr ta aght sleih boghtey mee-hushtagh ; ga dy lhisagh shin dy mennick smooinaghtyn orroo, as ad y ghra, dy vioghey nyn Gredjue, as dy leeideil nyn mea lioroo.",,49,35,
"Upon all Occasions, in all our Troubles and Distresses, let us be much in Prayer to God, and still seek to him for Mercy and Comfort, who is always nigh to them that call upon him in Truth and Sincerity.","Er dy chooilley oyr, ayns ooilley nyn drouble as nyn seaghyn, lig dooin dy mennick goaill Padjer gys Jee, as kinjagh aghin y yannoo son myghin as gerjagh huggeysyn, ta dy bragh er-gerrey dauesyn ta geamagh er ayns firrinys as ynrickys.",,49,36,
"Would the poor Man seek as earnestly to God for Relief, as he does to his rich Neighbour, he would find it the surest Course to have his Wants supplied.","Dy jinnagh y dooinney boght suall gys Jee son cooney cha jeean, as te dy yannoo gys e naboo berchagh, yough Eh eh dy ve’n aght shickyree dy gheddyn e ymmyrch jeant magh.","Dy jinnagh y dooinney boght sual gys Jee son cooney cha jeean, as te dy yannoo gys e naboo berchagh, yough Eh eh dy ve’n aght shickyree dy gheddyn e ymmyrch jeant magh.",49,36,
"And let us also frequently be lifting up our Hearts to God in Thanksgiving and Praise, for all his Mercies and Favours which he bestows upon us.","Agh lig dooin ooilley ve dy mennick troggal seose nyn greeaghyn gys Jee ayns Toyrt-booise as Moylley, son ooilley e Vyghinyn, as e Vannaghtyn te dy ghiootal orrin.",,49,36,
"Thus may even the poorest Man have his Mind often employed when he is at work in the Shop, or in the Field, or when he is walking in the Way, or sailing on the Sea, which would not hinder, but further his Labours, and make them more easy and pleasant.","Myr shoh dy jarroo foddee’n dooinney s’boghtey e aigney y reayll dy mennick ayns smooinaghtyn tra te ec obbyr ayns y thie, ny ayns y vaghyr, tra te shooyl er y raad, ny shoaylley er y cheayn, red nagh jinnagh lhiettal, agh thoshiaght y chur er y laboraght, as y yannoo  eh ny s’aashee as ny s’eunyssee da.",,49,36,
But be sure to set some Time apart every day for solemn Prayer.,Agh bee-jee shickyr dy chur dy lhiattee ayrn ennagh dy hra dy chooilley laa son Padjer crauee.,Agh bee-jee shickyr dy chur dy lhiatte ayrn ennagh dy hra dy chooilley laa son Padjer crauee.,50,36,
"Very fit it is to begin the Day with Prayer to God, as soon as we rise out of Bed ; blessing his Name for our Preservation and quiet Rest, begging his gracious Presence with us all the Day, that we may be kept from all Evil, especially from Sin, the worst of all.","Feer chooie te dy yannoo thoshiaght er y laa lesh Padjer gys Jee, cha lea as ta shin girree ass y lhiabbee ; bannaghey e ennym son nyn goadey as nyn gadley feagh, guee son e enish ghraysoil dy ve marin fey laa, dy vod mad v’er nyn vrealley veih dy chooilley olk, er-skyn ooilley veih peccah, yn olk smessey ooilley.","Feer chooie te dy yannoo thoshiaght er y laa lesh Padjer gys Jee, cha lea as ta shin girree as y lhiabbee ; bannaghey e ennym son nyn goadey as nyn gadley feagh, guee son e enish ghraysoil dy ve marin fey laa, dy vod mad v’er nyn vrealley veih dy chooilley olk, er-skyn ooilley veih peccah, yn olk smessey ooilley.",50,36,
"And at the Evening let this be our last Work, before we lie down to sleep, humbly to commit ourselves to God by Prayer, Psal. xcii. 1, 2.","As ec yn astyr lig da shoh ve nyn obbyr s’jerree, roish my jed mad dy lhie shees dy chadley, dy imlee shin hene y hymney gys Jee ayns Padjer, Psalm xcii. 1, 2.",,50,36,
"Exceeding useful is it for those who have Families, to join together Morning and Evening in Prayer to God, and in reading some Part of his holy Word, for which Purpose there are many good Books of Devotion ; and though they have none of them, they may use such of the Prayers of the Church as are proper for their Purpose, which are to be found in the Morning and Evening Service, and in other Places.","Er-skyn towse mie veagh eh dauesyn ta Lughtyn-thie oc, dy ghoaill Padjer cooidjagh Moghrey as Fastyr gys Jee, as dy lhaih ayrn ennagh jeh e Ghoo casherick, son yn ymmyd cheddyn ta ymmodee dy lhioaryn mie ta Padjeryn scruit ayndoo ; as ga nagh vel veg jeh ny lhioaryn shoh oc, foddee ad usal leid ny ayrnyn shen jeh Padjeryn ny Killagh as ta cooie son yn ymmyd oc, ta dy ve er nyn veddyn ayns y Chirveish Moghree as Fastyr ; as ayns boallyn elley.",,50,36,
"Before you sit down to Meat, beg God’s Blessing upon it, and afterwards return Thanks for it.","Roish my soie shiu shees gys Bee, guee-jee son Bannaght Yee er, as ny lurg shen chyndaa-jee Booise er y hon.",,50,36,
"But besides our Devotion in the Family or Closet, our great Duty is to worship God in the public Assemblies of his People, which by no Means we ought to forsake, Hebrews x. 25.","Agh marish nyn Badjeryn ayns y Lught-thie, ny nyn Shiamyr, nyn Gurrym mooar eh dy chur ooashley da Jee ayns Chaglymyn foshlit e phobble, shen nagh lhisagh shin er aght erbee y hreigeil, Heb. x. 25.","Agh marish nyn Badjeryn ayns y Lught-thie, ny nyn Shiamyr, nyn Gurrym mooar eh dy chur ooashley da Jee ayns ny Chaglymyn foshlit e phobble, shen nagh lhisagh shin er aght erbee y hreigeil, Heb. x. 25.",50,36,
"Suffer not yourselves, therefore, by any Pretence whatever, to be drawn away, either by Papists or Sectaries from the public Worship of God, as it is now by Law established in the Church of England.","Ny lig-jee diu hene, er-y-fa shen, liorish leshtal erbee eddyr, dy ve er nyn dayrn er-sooyl liorish Papishyn ny feallagh jeh Credjue erbee elley, veih ooashley chur dy foshlit da Jee, myr te nish liorish y leih soit seose ayns Keell Hocsyn.","N lig-jee diu hene, er-y-fa shen, liorish leshtal erbee eddyr, dy ve er nyn dayrn er-sooyl liorish Papishyn ny feallagh jeh Credjue erbee elley, veih ooashley chur dy foshlit da Jee, myr te nish liorish y leih soit seose ayns Keell Hocsyn.",50,36,
"But see that you duly resort to your Parish Churches, and that not only on Holidays, but on the Week Days, when you have Opportunity and Leisure.","Agh jeagh dy vel shiu kinjagh goll gys ny Kiallteenyn skeerey eu hene, as cha nee shen er laghyn fealley ny lomarcan agh er laghyn y chiaghtyn, tra ta caa  as tra eu.",,51,37,
"More especially see that you constantly frequent the Church on the Lord’s Day, if not hindered by Sickness, or some other very great and urgent Cause.","Er-skyn ooilley gow-jee kiarrail dy vel shiu kinjagh goll gys y Cheell er Laa’n Chiarn, mannagh bee shiu er nyn lhiettal liorish chingys, ny liorish oyr ennagh elley feer vooar as chion.",,51,37,
"Let not that Excuse keep you from Church, which would not keep you from the Market.",Ny lig da’n leshtal shen shiu y reayll veih’n Cheell nagh vreaillagh shiu veih’n Vargey.,,51,37,
Bring as many of your Family along with you as can possibly be spared.,Cur-jee lhieu whilleen jeh’n Lught-thie eu meriu as oddys er aght erbee ve shaghnit.,,51,37,
"Come at the very beginning of the Service, and stay quietly to the End of it, not running away before the Blessing, as many careless People rudely do, as if they were glad to get away as from a Prison.","Tar-jee ec eer thoshiaght y Chirveish, as furree-jee dy feagh gys y jerrey echey, cha nee roih er-sooyl roish Bannaght ny Killagh, myr ta lane sleih mee-hastagh dy neu-chooie jannoo, myr dy beagh ad booiagh dy gheddyn roue myr veagh eh ass Pryssoon.",,51,37,
"Behave yourselves with all due Reverence, both of Body and Mind, considering the Majesty of that God in whose Presence you stand, before whom the very Angels veil their Faces.","Ymmyrk-jee shiu hene lesh dy chooilley arrym cooie, chammah jeh corp as aigney, goaill hiu hene Ard-ooashley’n Jee shen ayns e enish ta shiu shassoo, roish ta ny Ainlyn hene coodaghey nyn eddinyn.",,51,37,
"Always kneel at your Prayers, if there be Convenience, or stand at least, Ps. xcv. 6.","Gow-jee kinjagh er nyn ghlioonyn tra ta shiu ec Padjer, my ta room jesh er y hon, er nonney ec y chooid sloo cum-jee nyn shassoo, Psalm xcv. 6.",,51,37,
"Above all, look well to the Temper of your Soul, and keep up an awful Sense of the great God to whom you are praying, and mind well what is said, as you go along with the Prayers, and offer up your Desires to God : Otherwise, though you may speak much, you do not pray at all.","Harrish ooilley, jeagh-jee dy mie da’n shooyl ta’n annym eu ayn, as freaill-jee seose ennaghtyn arrymagh jeh’n Jee mooar huggey ta shiu goaill Padjer, as gow-jee tastey vie jeh ny t’er ny ghra, myr ta shiu goll er nyn doshiaght lesh ny Padjeryn, as cheb-jee seose nyn yeearreeyn gys Jee : Er-aght-elley, ga dy vel shiu loart lane, cha vel shiu goaill Padjer eddyr.",,51,37,
"Avoid all vain and wandering Thoughts, as much as possible.",Chea-jee veih dy chooilley smooinaght fardalagh as shagh’rynagh whooish as oddys y ve.,,51,37,
"When you join in the Confession of Sins, think of your own particular Faults, and be deeply humbled for them : And be unfeignedly thankful for all God’s Mercies, whilst you are praising his Name ; and earnestly long after that Grace you pray for.","Tra ta shiu (marish y Chirveishagh) gra harrish y Goaill-rish peccaghyn, smooinee-jee er nyn voiljyn hene er lheh, as bee-jee dy dowin trimshagh er nyn son : As bee-jee dy firrinagh booisal son ooilley Myghinyn Yee, choud as ta shiu moylley e Ennym ; as gow-jee foddeeaght vooar son y Ghrayse shen ta shiu guee er y hon.",,51,37,
"Attend with Care and Reverence to God’s Word, when it is read from the Desk, and also to the Preaching and Explaining it from the Pulpit, that you may be both diligent Hearers, and faithful Doers of the Word.","Eaisht-jee lesh kiarrail as arrym rish Goo Yee, tra te er ny lhaih veih’n Desk, as  myrgeddyn rish yn ynsagh as y bun t’er ny choyrt jeh veih’n Phulpit, dy vod shiu ’ve feallagh ta chammah kiarralagh dy eaishtagh rish, as firrinagh dy chooilleeney’n Goo.",,52,37,
"Neglect not the Church in the Afternoon, though you should live where there is no Sermon.","Ny lig-jee shaghey dy gholl gys y Cheell Fastyr, ga dy vel shiu cummall raad nagh vel Sharmane eddyr.",,52,37,
"Catechising may be as useful to you, and this ought to be in all Places.","Foddee geaishtagh rish sleih aegey ta gynsaghey nyn Gredjue jannoo chiart whooish dy vie diu, as shoh lhisagh y ve ayns dy chooilley voal.","Fodde geaishtagh rish sleih aegey ta gynsaghey nyn Gredjue jannoo chiart whooish dy vie diu, as shoh lhisagh y ve ayns dy chooilley voal.",52,37,
"And besides that, you will hear the holy Scriptures read, and have the Benefit of the Public Prayers.","As marish shen, clynnee shiu Goo casherick Yee er ny lhaih, as bee vondeish Shirveish ny Killagh eu.",,52,37,
"When you come from Church, spend not the Remainder of the Day in Sports and Idleness, much less in Drinking and Gaming, as too many do : But if you have a Family, let some Time be spent with them, in praying, in reading God’s Word, and some good Book ; and let Children and Servants be instructed in their Catechism.","Tra ta shiu cheet veih’n Cheell, ny jean-jee yn chooid elley jeh’n laa y varail ayns Spoyrt as Litcheraght, foddey sloo ayns Giu as Gammanyn, myr ta rour dy yannoo ; agh my ta Lught-thie eu, lig da ayrn ennagh jeh’n tra ve baarit maroosyn ayns goaill Padjer, ayns lhaih Goo Yee, as lioar vie ennagh ; as lig da’n Catechism ve ynsit da cloan as sharvaantyn.",,52,37,
"Examine them about what they have heard, that so it may make them more attentive ; and do you meditate on the same, that it may sink into your Heart.","Feaisht-jee ad mychione ny t’ad er chlashtyn, myr shen dy der eh orroo ’ve ny s’kiarralee dy eaishtagh ; as smooinee-jee hene dy dowin er y chooid cheddyn, dy vod eh tuittym shees ayns ny creeaghyn eu.",,52,38,
"Works of Mercy and Necessity may be done on the Lord’s Day ; but by no Means allow yourselves in any needless Labour, not in travelling upon the Road, or wandering about to make idle Visits.","Foddee Obbraghyn dy Vyghin as dy Ymmyrch v’er ny yannoo er Laa’n Chiarn ; agh er aght erbee ny low-jee diu hene dy yannoo obbyr niau-ymmyrchagh, ny dy hroailt er y raad, ny dy hooyl mygeart gyn feme dy yeaghyn sleih.",,52,38,
"God allows us six Days in the Week for our own Employments, let us devote the Lord’s Day to his Service readily and chearfully.","Ta Jee lowal dooin shey laa ’sy chiaghtyn son yn obbyr ain hene, lig dooin Laa’n Chiarn y chasherickey gys y Chirveish echyssyn dy arryltagh as dy gennal.",,52,38,
"When the Sacrament of Baptism is administered, do you attend to it.","Tra ta’n Sacrament dy Vashtey er ny hirveish, cur-jee tastey da.",,52,38,
"Remember your own Engagement by having received it in your Infancy, and resolve to live answerably thereto.","Cooinee-jee er ny kianglaghyn ta shiu fo liorish v’er n’ghoaill eh erriu tra va shiu nyn oikanyn, as kiar-jee dy leeideil nyn mea cordail rish.",,52,38,
