Manx,English,Notes,Page,Manx Original,English Original
"Agh my ta aggair jeant dhyt dy jarroo, lhiasagh oo er lieh oghsyn y chur dasyn t’er nyannoo shoh ; Mannagh vod oo cur er ve tushtagh jeh Oill, insh eh da Saggyrt y Skeerey echey, yn currym echyssyn dy chur coyrle da, as my nee e tannaghtyn niau-viallagh, dy obbal y Chreesteeaght casherick da, as ta shoh kerragh smoo na oddys y Leih chur er. ","But if you are indeed abused, you ought privately to reprove him that hath done it ; if you cannot make him sensible of his Fault, tell it to his Pastor, whose Duty it is to admonish him, and if he continue obstinate, to deny him the Holy Com­munion, which is a greater Punishment than the Law can inflict.","Matt. 18. 15. 
Rubrick before the Communion.",104,,
"Yn currym ayd, ayns y tra t’ayn, d’ymmyrkey yn aggair dy surransagh, dy eeick mie son olk, dy leih dy aggyndagh, dy ghoaill padjer chreeoil er eh hon ; Son myr shen ta Creest dy gyeir er haarey. Matt. 5. 44. ","Your Duty, in the mean while, is patiently to bear the Injury, to return Good for Evil, freely to forgive, sincerely to pray for him ; For so hath Christ expressly com­manded. Matt. 5. 44.",,105,,
"As son dty gherjagh, gou tastey vie, liorish dy vel oo dy arryltagh er leih da ; ta cairys ayd gys y Gialldyn graysoil ta Jee er yannoo jeh dty pheccaghyn hene y leih dhyt ; myr shen dy vel y cosney smoo ayd hene liorish yn aggair ta jeant dhyt. ","And for your Comfort, consider that by thus freely forgiving him, you have a Right to the gracious Promise God made of pardoning your Sins ; so that you become the greatest Gainer by the Wrong that was done you.",,105,,
Q. Agh nagh jean shoh drogh leih y vrasnagh dy chur aggair da nyn Naboonyn onneragh ? ,Q. But will not this encourage ill Men to abuse their innocent Neighbours ?,,105,,
"A. Foddee nagh jean. Ny yeih, cre erbee’n aght haghyrys shen, cha negin dooin ve ny skiarralee jeh’n Goo mie ain hene, na jeh ooashley as Saaraghyn Yeesey Creest ; ta myrgeddyn er chur sambyl roin dy neiragh shin er e chesmadyn ; tra va scammylt er ny chur da, cha dug e scammylt reeisht, agh livrey eh e chooish huggyssyn ta briwnys dy cairagh. ","A. It is probable it will not. However that be, we are not to be more concerned for our own Reputation, than for the Honour and Commands of Jesus Christ ; who hath also set us an Example, that we should follow his Steps ; who, when he was reviled, reviled not again ; but committed his Cause to him that judgeth righteously.","Rom. 12. 10.
2 Pet. 2. 23.",105,,
"Q. Cre, mannagh voddym leih daauesyn t’er nyannoo aggair dou ? ",Q. What if I cannot forgive those that have injured me ?,,105,,
"A. Cammah, eisht, cha vod oo ve er dty haauail. Agh my t’ow shirrey’n chorree shen ta gaas ayns dty chree y chur dy liattee, eisht shegin dhyt guee gys Jee, as ver eshyn dhyt aigney noa dy leih, as dy chur graih, as dy yannoo mie. ","A. Why then, you cannot be saved. But if you desire to lay by that Anger which you find festering in your Breast, then you must pray to God, and he will give you new Dispositions to forgive, and to love, and to do good.",Matt. 6. 13.,105,,
"Q. Jean my Churrym gys my Naboo mish y chiangley, ec dy chooilley hra, dy cheiltyn e oilchin ? ",Q. Will my Duty to my Neighbour oblige me at all times to conceal his Faults ?,,105,,
"A. Cha jean. Ny cheayrtyn, she’n Currym ayds eh, dy loayrt jeu, agh eisht shegin da ve son oyr mie, dy haarn eh gys arrys, as dy loayrt jeh rish leid ny persoonyn as ta pooar oc dy eamagh er gys coontey. Er aght elley cha vel oo agh cool-chassid, as er yn oyr shen, enmyssit maskey ny scammyltee smoo. ","A. No. Sometimes it is your Duty to speak of them, but then it must be with a good Design of bringing him to Repentance, and to such Persons as have Authority to call him to an account ; otherwise you are a Backbiter, and as such, reckoned amongst the most scandalous Offenders.",Rom. 1. 28,105,,
"Q. Negin dou graih y chur daauesyn, oc nagh vel graih orrym ? ",Q. Must I love them that do not love me ?,,106,,
"A. Shegin ; er aght elley, cha vel Creesteeaght er dty yannoo veg Shaar na ny Anchreesteenyn, Son shynney lhieusyn hene adsyn ta graihagh orroo. ",A. Yes ; or else Christianity hath made you no better than the Heathens ; for even they love those that love them.,,106,"A. Shegin ; er aght elley, cha vel Creesteeaght er dy yannoo veg Shaar na ny Anchreesteenyn, Son shynney lhieusyn hene adsyn ta graihagh orroo. ",
"Agh ta Yeesey Creest er chur Saarey da e harvaantyn, dy chur graih da nyn Noidyn, ta shen dy ghra, dy ve dooie daaue, gyn dy loayrt dy olk jeu, agh dy ghuee er nyn son, as dy yannoo mie daaue. ","But Jesus Christ hath commanded his Followers to love their Enemies ; that is, to oblige them ; not to speak evil of them, but to pray for them, and to do them good.",Matt. 5. 44.,106,,
"Q. Nagh voddym ve firrinagh as jeeragh ayns my ghellal, as foast Bargaan cha mie as oddym y gheddyn dou hene ? ","Q. May not I be true and just in my Dealings, and yet make myself as good a Bargain as I can ?",,106,,
"A. Agh smooinee ; my ta’n persoon t’ow dellal rish jannoo drogh vargaan da hene trooid Egin, ny Mee-hushtey, ny ayns Aggle, te red peccoil dy ghoaill vondeish jeh. As ga dy vod oo y yannoo eh mie ayns y Leih, cha nod oo y ansoor eh gys Jee. ","A. Only consider ; that if the Person you deal with, makes himself an ill Bargain out of Necessity, or out of Ignorance, or out of Fear, it is a wicked thing to take Advantage of him ; and though you may defend it by Law, you cannot answer it to God.",,106,,
"Q. Cre ta my Churrym, my ta mee er yannoo aggair da my Naboo ? ","Q. What is my Duty, if I have wronged my Neighbour ?",,106,,
"A. T’ow kainlt dy ghoaill rish dt’oill, as dy yannoo da whooish dy lhiaasagh as oddys oo da ; dy hirrey leih er Jee, as eisht foddee oo treishteil dy vel leih dty chouyr ; son shoh ooilley hirragh oo er feallagh elley. Shoh yn leih vees mad er nyn mriwnys liorish, as shen-y-fa, shoh’n leih lhiasagh shin beaghey liorish. Cre erbee balliu deiney dy yannoo riu, dy jarroo, myr shen jean jee shiuish roosyn. ","A. You are bound to acknowledge your Fault, and make him what Amends you can ; to ask God’s Pardon, and then you may hope for Forgiveness ; for this is what you would expect from others. This is the Rule we shall be judged by, and therefore this is the Rule we should live by, Whatsoever you would that Men should do unto you, even so do ye unto them. ","da] Either this da, or the previous one, are superfluous to sense and grammar.
balliu; same form in 1707]
Matt. 7. 12.",106,"A. T’ow kainlt dy ghoaill rish dt’oill, as dy yannoo da whooish dy lhiaasagh as oddys oo da ; dy hirrey leih er Jee, as eisht foddee oo treishteil dy vel leih dy chouyr ; son shoh ooilley hirragh oo er feallagh elley. Shoh yn leih vees mad er nyn mriwnys liorish, as shen-y-fa, shoh’n leih lhiasagh shin beaghey liorish. Cre erbee belliu deiney dy yannoo riu, dy jarroo, myr shen jean jee shiuish roosyn. ",
Q. Agh Cre’n aght oddys fyss ve ec sleih niauhushtagh dy leeideil nyn Mea ec dy chooilley earish cordail rish y Leih shoh ? ,Q. But how shall unlearned People know to walk at all times by this Rule ?,,107,,
"A. Cooinee cre ta’n Noo Ean dy ghra, Eshyn shynney lesh e vraar, te tannaghtyn ayns y toilshey, as cha vel oyr echey dy huittym ; ta shen dy ghra, nee e ghraih eshyn y ynsagh cre nee eh, as cha sur eh da aggair y yannoo da feallagh elley, ayns goo ny jannoo ; Son cha vel graih gobbragh olk da e Naboo ; cha vel eh smooinaght er olk, as shen-y-fa, cha vel eh loayrt veg ; gymmyrkey dagh nee ; credjal dagh nee ; treishteil dagh nee ; surranse dagh nee. ","A. Remember what St. John saith, He that loveth his Brother, abideth in the Light, and there is no occasion of stumbling in him ; that is, His Love will direct him what to do, and will not suffer him to do Wrong to others, either in Word or Deed. For Love worketh no ill to its Neighbour ; Thinketh no evil, and therefore speaks none ; Beareth all things ; Believeth all things ; Hopeth all things ; Endureth all things.","1 John 2. 10.
1 Cor. 13",107,,
Q. Vel Breagyn noi’n Ghraih shen ta shin dy lhiastyn da nyn Naboo ? ,Q. Is Lying against that Love which we owe to our Neighbour ?,,107,,
"A. Dy jarroo, ta. As my nee oo smooinaght er cre’n olk ta Breagyn dy yannoo ; Cre cha olk as t’ow goaill rish oo hene y ve mollit, ny smooinaght y ve jeant ort dy vel oo breagagh, nee oo toiggal dy vel eh peccah eajee, as dy vel resoon feer wooar son ny baggyrtyn agglagh ta shin dy gheddyn ayns Goo Yee, noi ocsyn ta foil-chagh jeh’n peccah shoh ; dy bee ad tilgit ayns Niurin. ","A. Yes, sure. And if you consider what Mischief it doth ; how Ill you take it to be deceived yourself ; how Ill you take it to be suspected of Lying, you will be convinced that it is a base Vice, and that there is great Reason for those terrible Threatnings which we find in God’s Word, against such as are guilty of this Sin, That they shall be cast into Hell.",Rev. 21,107,,
"Q. Cre ny Leihaghyn shen jeh ymmyrkey mie, sheeltys, as glennid, lioroo lhiasagh Creestee e vea y leeideil ? ","Q. What are the Rules of Temperance, Soberness and Chastity, which a Christian is to walk by ?",,107,,
"A. My she gee ny giu vees shiu, ny cre erbee elley vees shiu dy yannoo, jean jee ooilley gys gloyr Yee ; ta shen dy ghra, cur jee tooai nagh bee drogh ghoo ec ennym Yee as ec y Chredjue Creestee liorish rouyr Saaint ayns ny reddyn shoh. ","A. Whether ye eat or drink, or whatever ye do, do all to the Glory of God ; That is, take Care that the Name of God and Religion, be not evil spoken of, by your excess in these Things.",1 Cor. 10. 31.,108,,
"Lig dooin gimmeeaght dy Onneragh, myr ayns y laa, cha nee ayns Rouanys as meshtyrys, cha nee ayns cloie as reaid. Son cha vod dooinney erbee ta jannoo shen smooinaght er maanrys Niau lesh aigney firrinagh erbee. ","Let us walk honestly as in the Day, not in Rioting and Drunkenness, not in Chambering and Wantonness. For no Man that doth so, can with any true Delight think of the Joys of Heaven.","Rom. 13. 13.
chambering] OED chambering 3. ‘ Sexual indulgence, lewdness, wanton behaviour; an instance of this. Now chiefly historical. Frequently in conjunction with wantonness, in allusion to Romans 13:13’.",108,,
"Cur jee tooai diu hene, er aggle ec earish erbee dy bee nyn Greeaghyn roa laan lesh jooid as meshtyrys, as myr shen y Laa shen dy heet erriu gyn yss. ","Take heed to yourselves, lest at any time your Hearts be over-charged with Surfeiting and Drunkenness, and so that Day come upon you unawares.",Luke 21. 34.,108,"Cur jee tooai dui hene, er aggle ec earish erbee dy bee nyn Greeaghyn roa laan lesh jooid as meshtyrys, as myr shen y Laa shen dy heet erriu gyn yss. ",
"Son dy jarroo, adsyn ta dyn livrey ad hene seose gys niau-heeltys, ta’d ayns gaaue dy gheddyn baase ayns nyn beccaghyn fegooish arrys. ","For, sure it is, that they who give themselves up to Intemperance, are in great Danger of dying in their Sins unrepented of.",,108,,
"As ta resoon y choyrle shoh aashagh y hoiggal. Ta nyn Gredjue Creestee currym mooar, te gymmyrch ny smooinaghtyn sdiuney ayns nyn greeaghyn, as myr sondee ta shin er y Vea shoh, sloo smooinys shin er y vea ta ry heet, as er y smaghtagh shen ta’n sushtal er chur myr churrym [sic] dooin. ","And the Reason of all this Caution is plain. Religion is a very serious Thing, requireth our most serious Thoughts, and the more we delight in this Life, the less we shall think of the next, and of that Self-Denyal which the Gospel hath made a Christian Duty.",,108,,
Q. Cre’n resoon t’ain dy ve booiagh as gyn cooid ghooinney elley y yeearree ? ,"Q. What Reason have we to be contented, and not to desire other Mens Goods ?",,108,,"Q. What Reason have we to be contented, and not to desire others Mens Goods ?"
"A. Son dy nee’n staaid-bea ain hene dy jarroo shaar er nyn son, faikin dy vel eh er ny ordrail liorish Jee cairagh as mie, oddys lhiaasagh y chur dooin son ny ta shin dy laccal sy teihll shoh. ","A. Because our own Condition is certainly best for us, being the Appointment of a just and good God, who can make us amends for what we want here.",,108,,
"As son my jig ny voddey, cha bee veg y feime ain er ny reddyn shoh. ",And because in a very short time we shall have no need of these Things.,,109,,
Q. Nagh vel Boghtinyd kerraghey mooar ? ,Q. Is not Poverty a great Evil ?,,109,,
"A. Te feer foddey veih ve myr shen, tra te er ny choyrt orrin liorish kiarralys flaunyssagh Yee ; ta cairys ec y dooinney vought ayns ymmodee dy yialldynyn gerjolagh ; as dy jarroo jarroo, ta ny smoo keaney dy rou ad rieau berchagh, na ta gaccan nagh rou nyn Leagh oc ’sy Vea shoh. ","A. It is very far from being so, when it is brought upon us by God’s Providence. The Poor have a right to many comfortable Promises : And it is very sure, there are more that lament that ever they were Rich, than such as complain that they had not their Portion in this Life.",,109,"A. Te feer foddey veih ve myr shen, tra te er ny choyrt orrin liorish kiarralys flaunyslagh Yee ; ta cairys ec y dooinney vought ayns ymmodee dy yialldynyn gerjolagh ; as dy jarroo jarroo, ta ny smoo keaney dy rou ad rieau berchagh, na ta gaccan nagh rou nyn Leagh oc ’sy Vea shoh. ",
Q. Nagh vod mad eisht gobbragh dy yannoo nyn staaid ny shaar ? ,Q. May we not then endeavour to better our Conditions ?,,109,,
"A. Foddee, liorish bannaght Yee er nyn obbraghyn onneragh ; agh cha lhiasagh dooinney erbee shirrey dy veaghey ayns palchey ayns shoh, as y saaualtys echey hene y chur ayns gaaue er eh hon ; ny streeu dy aagail laane da e chloan, as dy gholl gys Niurin eh hene son e haaint as e ghrogh-ghellal. ","A. Yes, by God’s Blessing upon an honest Industry ; but no Man should desire to live in Plenty here, and hazard his Salvation for it ; nor strive to leave his Children a great deal, and to go to Hell for his Covetousness and ill Dealing.",,109,,
Q. Voddym jannoo myr saillym rish ny ta dy cairagh lhiam pene ? ,Q. May I do what I please with what is justly my own ?,,109,,
"A. Cha vod. Agh shegin dhyt mie y yannoo lesh ; hoshiaght jean beaghey dy feeudagh oo hene, as eisht, feashyl er y voght, lesh shen nagh vel ymmyd ymmyrchagh ayd da. As myr shen, nee oo dty vooise y hoilshagh gys Jee as eeickee eh oo er eh hon. ","A. No. But you must do good with it ; First, live decently yourself, and then relieve the Poor with what you can well spare. And so you will shew your Thankfulness to God, and he will reward you for it.",Matt. 25. 34.,109,,
"As shoh’n shickyrys shaar oddys ve ayd, nagh bee oo dy bragh ayns feime. Eshyn ta cur da’n Voght, te gyeasaght da’n Chiarn, as ny te er choyrt, eeickee eh da reeisht. ","And this is the best Security you can have, that you shall never want. He that giveth unto the Poor lendeth unto the Lord, and that which he hath given, will he pay him again.",Prov. 19. 19.,109,,
Q. Jean ny Annaghyn shoh my leeideil ayns cre-erbee’n staaid dy Vea huggey schuid-saave lesh Jee geamagh orrym ? ,Q. Will these Commandments direct me in whatever State of Life it shall please God to call me unto ?,,110,,
"A. Nee ad ; Agh cooinee nagh jean oo dy bragh nee erbee noi dty chooinsheance. Gou ayns laaue dy eiyrt er yn Irrin, tra ta fyss ayd er, my she lhiat ny dt’oi te. Ayns reddyn nagh vel oo dy hoiggal dy mie, gou coyrle dty Leeideilagh Spyrrydoil, As guee gys yn Er smoo syrjeh as ynsee eshyn y raad dhyt. ","A. Yes ; only remember that you Never act against your Conscience. Resolve to follow the Truth, when you know it, whether it is for, or against you ; In doubtful Cases, consult your Spiritual Guide, and pray to the Most-High, and he will direct your ways.",,110,,
