English,Manx,Manx Orginal,Page,Notes
Rev. xxi. 8. All liars shall have their part in the lake which burneth with fire and brimstone.,Ashlish xxi. 8. Yiow dy-chooilley vreagerey nyn gronney ’sy logh ta lossey lesh aile as brimstone.,,62,
Q. How do you prove that you ought to judge charitably of others?,Q. Kys t’ow prowal dy lhisagh oo briwnys dy-giastyllagh mychione feallagh elley?,,63,
"A. From Matt. vii. 1. Judge not, that ye be not judged.","A. Veih Mian vii. 1. Ny briwnys-jee, as cha bee shiu er nyn mriwnys.",,63,
1 Cor. xiii. 5. Charity thinketh no evil.,1 Cor xiii. 5. Cha vel graih smooinaghtyn er olk erbee.,,63,
Q. What is the tenth Commandment?,Q. Cre ta’n jeihoo anney?,,63,
"A. Thou shalt not covet thy Neighbour’s House, thou shalt not covet thy Neighbour’s Wife, nor his Servant, nor his Maid, nor his Ox, nor his Ass, nor any Thing that is his.","A. Cha der oo saynt da thie dty naboo, cha der oo saynt da ben dty naboo, ny da e harvaant, ny da ’inney-veyl, ny da ’ghow, ny da ’assyl, ny da nhee erbee dy vel leshyn.",,63,
Q. What is the Sin forbidden in this Commandment?,Q. Cre ta’n peccah t’er ny lhiettal ’syn anney shoh?,,63,
"A. I am forbidden to covet or desire to get other Mens Goods by any indirect Means.—I am not to entertain so much as the Thoughts of doing any Thing, that can be supposed to be to the Prejudice of my Neighbour.",A. Ta mee er my lhiettal dy chur saynt ny aigney dy gheddyn cooid ghooinney erbee liorish saaseyn erbee neu-yeeragh. Cha vel mee dy reayll ayns my chree wheesh as ny smooinaghtyn dy yannoo nhee erbee oddys ve toiggit dy ve gys assee my naboo.,,63,
Q. How do you prove it your Duty not to covet or desire other Mens Goods?,Q. Kys t’ow prowal eh dty churrym gyn dy chur saynt ny aigney da cooid ghooinney erbee?,,63,
A. From Luke xii. 15. Take heed and beware of covetousness.,A. Veih Luke xii. 15. Gow-jee tastey as cur-jee twoaie jeh saynt.,,63,
Heb. xiii. 5. Let your conversation be without covetousness.,Heb. xiii. 15. Lhig da’n ymmyrkey-bea eu ve fegooish saynt.,,63,
"Acts xx. 33. I have coveted no man’s silver, or gold, or apparel.","Jannoo xx. 33. Cha vel mee er chur saynt da argid, ny airh, ny cooid ghooinney erbee.","Jannoo xx. 33. Cha vel mee er chur saynt da argid, ny aihr, ny cooid ghooinney erbee.",63,
Q. What is required in this Commandment?,Q. Cre t’er ny hirrey ’syn anney shoh?,,63,
A. I am required to be content in my present State and Condition.,A. Te er ny hirrey orrym dy ve booiagh lesh my stayd as aght-beaghee ’sy traa t’ayn.,,64,
Q. How do you prove this to be your Duty?,Q. Kys t’ow prowal shoh dy ve dty churrym?,,64,
"A. From Phil. iv. 11. I have learned in whatsoever state I am, therewith to be content.","A. Veih Phil. iv. 11. Ta mee er n’ynsaghey cre-erbee’n stayd ta mee ayn, lesh shen dy ve booiagh.",,64,
"1 Tim. vi. 8. Having food and raiment, let us be therewith content.","1 Tim. vi. 8. My ta beaghey as coamrey ain, lhig dooin ve booiagh lhieu.",,64,
Heb. xiii. 5. Be content with such things as ye have.,Heb. xiii. 5. Bee-jee booiagh lesh lheid as t’eu.,,64,
"Q. The Commandments, as you have repeated them are Ten; how then are they said by our Saviour, Matt. xxii. to be Two?","Q. Ta ny annaghyn jeih myr t’ow uss er gholl harrystoo; kys eisht t’ad er ny ghra liorish nyn Saualtagh, Mian xxii. dy ve jees?",,64,
"A. They are said to be Two, as they are divided into two Tables, containing my Duty towards God, and my Duty towards my Neighbour.","A. T’ad er ny ghra dy ve jees, myr t’ad er ny rheinn ayns daa voayrd, soiaghey magh my churrym gys Jee, as my churrym gys my naboo.",,64,
Q. What is thy Duty towards God?,Q. Cre ta dty churrym gys Jee?,,64,
"A. My Duty towards God, is to believe in him, to fear him, and to love him with all my Heart, with all my Mind, with all my Soul, and with all my Strength, to worship him, to give him Thanks, to put my whole Trust in him, to call upon him, to honour his holy Name and his Word; and to serve him truly all the Days of my Life.","A. Ta my churrym gys Jee, dy chredjal ayn, dy ghoaill aggle roish, dy chur graih da, lesh ooilley my chree, lesh ooilley my aigney, lesh ooilley my annym, as lesh ooilley my niart; dy chur ooashley da, dy chur booise da, dy chur my slane treishteil ayn, dy eamagh er, dy chur arrym da e ennym casherick as da e ghoo, as dy hirveish eh dy-firrinagh ooilley laghyn my vea.",,64,
Q. What is thy Duty towards thy Neighbour?,Q. Cre ta dty churrym gys dty naboo?,,64,
"A. My Duty towards my Neighbour, is to love him as myself, and to do to all Men as I would they should do unto me: to love, honour, and succour my Father and Mother; to honour and obey the King, and all that are put in Authority under him; to submit myself to all my Governors, Teachers, spiritual Pastors, and Masters; to order myself lowly and reverently to all my Betters; to hurt no Body by Word or Deed; to be true and just in all my Dealings; to bear no Malice nor Hatred in my Heart; to keep my Hands from Picking and Stealing, and my Tongue from Evil-speaking, Lying, and Slandering; to Keep my Body in Temperance, Soberness, and Chastity; not to covet nor desire other Mens Goods; but to learn and labour truly to get my own Living, and to do my Duty in that State of Life unto which it shall please God to call me.","A. Ta my churrym gys my naboo, dy chur graih da myr dou hene, as dy yannoo rish dy-chooilley ghooinney myr baïllym ad dy yannoo rhym. Dy chur graih, ooashley as kemmyrk da m’ ayr as da my voir. Dy chur ooashley as biallys da’n Ree, as da ooilley ny ta er ny choyrt ayns pooar fo. Dy m’injillaghey hene gys ooilley my chiannoortyn, fir-ynsee, bochillyn spyrrydoil, as mainshtyryn. Dy ymmyrkey mee hene dy-injil as dy-biallagh gys dagh unnane share na mee. Gyn aggair y yannoo da dooinney erbee liorish goo ny jannoo. Dy ve firrinagh as jeeragh ayns ooilley my ghellal. Gyn goanlys ny myskit y reayll ayns my chree. Dy reayll my laueyn veih myngyraght as geid, as my hengey veih drogh ghoan, breagyn, as scammyltyn. Dy reayll my chorp fo smaght, sheeltys, as glennid. Gyn saynt ny aigney y choyrt da cooid ghooinney erbee; agh dy ynsaghey as dy laboragh dy-firrinagh dy gheddyn my veaghey hene, as dy chooilleeney my churrym ayns y stayd shen dy vea, huggey scooid-save lesh Jee ve er n’eamagh orrym.",,65,
,,,66,
PART IV.,YN CHIARROO AYRN.,,66,
,mychione,,66,
The Christian Prayer.,PADJER CHREESTEE.,,66,
,,,66,
SECT. X.,SECT. X.,,66,
,,,66,
Of the Lord’s Prayer.,Mychione Padjer y Chiarn.,,66,
,,,66,
"Q. My good Child, know this, that thou art not able to do these Things of thyself, nor to walk in the Commandments of God, and to serve him, without his special Grace; which thou must learn at all Times to call for by diligent Prayer. Let me hear therefore if thou canst say the Lord’s Prayer.","Q. My lhiannoo mie, toig shoh, nagh vod oo ny reddyn shoh y yannoo jeed hene, ny gimmeeaght ayns annaghyn Yee, ny ’hirveish eh, fegooish yn ard ghrayse echey; er y hon shegin dhyt gynsaghey ec dy-chooilley hraa dy eamagh liorish padjer imneagh: Lhig dou eisht clashtyn vod oo Padjer y Chiarn y ghra?",,66,
"A. Our Father which art in Heaven, Hallowed be thy Name: Thy Kingdom come: Thy Will be done in Earth, as it is in Heaven: Give us this Day our daily Bread: And forgive us our Trespasses, as we forgive them that trespass against us: And lead us not into Temptation, but deliver us from Evil: for thine is the Kingdom and the Power, and the Glory, for ever and ever. Amen.","A. Ayr ain, t’ayns niau; casherick dy row dt’ennym. Dy jig dty reeriaght. Dt’ aigney dy row jeant er y thalloo, myr te ayns niau. Cur dooin nyn arran jiu as gagh-laa. As leih dooin nyn loghtyn, myr ta shin leih dauesyn ta jannoo loghtyn nyn’oi. As ny leeid shin ayns miolagh; Agh livrey shin veih olk: Son lhiats y reeriaght, as y phooar, as y ghloyr, son dy-bragh as dy-bragh. Amen.",,67,
Q. Why do you call it the Lord’s Prayer?,Q. Cre’n-fa t’ow genmys eh Padjer y Chiarn?,,67,
A. Because our Lord Jesus Christ was the Author or Composer of it.,A. Er-yn-oyr dy row eh jeant liorish nyn Jiarn Yeesey Creest.,,67,
Q. How does it appear that we are directed to use this Prayer?,Q. Kys te ry akin dy vel shin saarit dy yannoo ymmyd jeh’n Phadjer shoh?,,67,
A. From Matt. vi. 9. After this manner pray ye.,A. Veih Mian vi. 9. Er yn aght shoh gow-jee padjer.,,67,
"Luke xi. 2. When ye pray, say, Our Father, &c.","Luke xi 2. Tra ghoys shiu padjer, abbyr-jee, Ayr ain, &c.",,67,
Q. What desirest thou of God in this Prayer?,Q. Cre t’ow dy yearree er Jee ayns y phadjer shoh?,,67,
"A. I desire my Lord God, our heavenly Father, who is the Giver of all Goodness, to send his Grace unto me, and to all People; that we may worship him, serve him, and obey him, as we ought to do. And I pray unto God, that he will send us all Things that be needful both for our Souls and Bodies; and that he will be merciful unto us, and forgive us our Sins; and that it will please him to save and defend us in all Dangers, ghostly and bodily; and that he will keep us from all Sin and Wickedness, and from our ghostly Enemy, and from everlasting Death: And this I trust he will do of his Mercy and Goodness, through our Lord Jesus Christ. And therefore I say, Amen. So be it.","A. Ta mee geearree er my Hiarn Jee nyn Ayr flaunyssagh, ta cur dooin dy-chooilley vieys, dy der eh e ghrayse dooys as da ooilley e phobble, dy vod mayd ooashley ’chur da, ’hirveish eh, as biallys y choyrt da, ’naght myr lhisagh shin. As ta mee guee er Jee, dy der eh hooin dagh nhee ta ymmyrchagh chammah son nyn anmeenyn as nyn gallinyn; as  dy bee eh myghinagh dooin, as dy leih eh dooin nyn beccaghyn; as dy gooid-save lesh nyn sauail as nyn vendeil ayns dy-chooilley ghaue annym as callin; as dy vreill eh shin veih dagh peccah as olkys, as veih Noid nyn anmey, as veih’n baase dy-bragh farraghtyn. As shoh ta mee treishteil nee eh jeh e vyghin as e vieys, trooid nyn Jiarn Yeesey Creest. As shen-y-fa ta mee gra, Amen; Myr shen dy row.",,67,
Q. What are the general Parts of this Prayer?,Q. Kys ta’n phadjer shoh er ny rheinn?,,68,
"A. There are three, viz. the Preface, the Petitions, and the Conclusion.","A. Ayns three ayrnyn, viz. yn Toshiaght, ny Aghinyn, as y Jerrey.",,68,
Q. What is the Preface?,Q. Cre ta’n Toshiaght?,,68,
"A. Our Father, which art in Heaven.","A. Ayr ain, t’ayns niau.",,68,
Q. What does this teach us?,Q. Cre ta shoh gynsaghey dooin?,,68,
"A. It teaches us whom we are to pray to, and with what Frame of Spirit we should pray.","A. Te gynsaghey dooin quoi gys ta shin dy ghoaill padjer, as lesh cre’n ymmyrkey aigney lhisagh shin padjer y ghoaill.",,68,
Q. Whom does it teach us to pray unto?,Q. Quoi te gynsaghey dooin dy ghoaill padjer huggey?,,68,
A. It teaches us to pray unto God only.,A. Te gynsaghey dooin dy ghoaill padjer gys Jee ny-lomarcan.,,68,
Q. What Frame of Spirit doth it teach us to pray with?,Q. Lesh cre’n ymmyrkey aigney te gynsaghey dooin dy ghoaill padjer?,,68,
"A. It teaches us to pray with Reverence, Charity, and Confidence.","A. Te gynsaghey dooin dy ghoaill padjer lesh arrym, graih, as shickyrys.",,68,
Q. How does it direct us to pray with Reverence?,Q. Kys te gynsaghey shin dy ghoaill padjer lesh arrym?,,68,
"A. Because as God is our heavenly Father, he must be invested with Authority, Majesty, and Power, to require Respect from us.","A. Er-yn-oyr myr ta Jee nyn Ayr flaunyssagh, shegin da v’er ny choamrey lesh ’torrity, ard-ooashley as pooar, dy hirrey arrym voïn.",,69,
Q. How does it direct us to pray with Charity?,Q. Kys te gynsaghey shin dy ghoaill padjer lesh graih?,,69,
"A. Because it requires us to pray for others, as well as ourselves, and therefore we say, not My Father, but Our Father.","A. Er-yn-oyr dy vel eh coyrt roïn dy ghoaill padjer son feallagh elley, chammah’s er nyn son hene; as shen-y-fa ta shin gra, cha nee My Ayr, agh ayr Ain.","A. Er-yn-oyr dy vel eh coyrt roïn dy ghoaill padjer son feallagh elley, chammah’s er nyn son hene; as shen-y-fa ta shin gra, cha nee Myr Ayr, agh ayr Ain.",69,"corrected in Errata, p. 91."
Q. How does it direct us to pray with Confidence?,Q. Kys te gynsaghey shin dy ghoaill padjer lesh shickyrys?,,69,
"A. Because it represents God as the Giver of all Goodness, and one whom we may claim a particular Interest in, as being Our Father.","A. Er-yn-oyr dy vel eh soiaghey Jee kiongoyrt rhooin [sic] myr fer-toyrt dy chooilley vieys, as voish oddys mayd jerkal rish foayr er-lheh, myr te nyn Ayr.",,69,
Q. How many petitions are there in the Lord’s Prayer?,Q. Cre whilleen aghin t’ayns Padjer y Chiarn?,,69,
A. Six.,A. Shey.,,69,
Q. What desirest thou of God in these petitions?,Q. Cre t’ow geearree er Jee ayns ny aghinyn shoh?,,69,
"A. In the three first, I desire that God may be glorified by our worshiping him, serving him, and obeying him as we ought to do: and in the other three, that our Wants may be supplied.","A. Ayns y chied three, ta mee geearree dy vod Jee v’er ny ghloyraghey, liorish shin dy chur ooashley da, ’hirveish eh, as biallys y choyrt da, ’naght myr lhisagh shin: as ayns y three elley, dy vod nyn ymmyrch ve er ny yannoo magh.",,69,
Q. What is the first Petition?,Q. Cre ta’n chied aghin?,,69,
A. Hallowed be thy Name.,A. Casherick dy row dt’ ennym.,,69,
Q. What is meant by Hallowing of God’s Name?,Q. Cre t’er ny hoiggal liorish casherickey ennym Yee?,,69,
"A. By it is meant, the treating of God himself, and whatever relates to him, after an holy manner.","A. Liorish t’er ny hoiggal, dy loayrt jeh Jee hene, as cre-erbee ta bentyn da, lurg aght crauee.",,70,
Q. What do you pray for in this Petition?,Q. Cre t’ow guee er y hon ’syn aghin shoh?,,70,
"A. I pray that God may be honoured by us, and all Men, in every Thing; and that he would enable us to promote the Honour of his Name by an holy, useful, and exemplary Life and Conversation.","A. Ta mee guee dy vod Jee v’er ny ooashlaghey liorinyn, as liorish dy-chooilley ghooinney, ayns dy-chooilley nhee; as dy jinnagh eh shin y niartaghey dy chur er y hoshiaght ooashley yn ennym echey liorish bea as ymmyrkey crauee, shirveishagh, as sampleyragh.",,70,
Q. What is the second Petition?,Q. Cre ta’n nah aghin?,,70,
A. Thy Kingdom come.,A. Dy jig dty reeriaght.,,70,
Q. What is meant by the Kingdom of God?,Q. Cre t’er ny hoiggal liorish reeriaght Yee?,,70,
"A. His sovereign Authority in the World, the  Power of his Grace in the Church, and the Perfection of Glory in Heaven.","A. E ard reill harrish y theihll, pooar e ghrayse ayns yn Agglish, as gloyr er-skyn dy-chooilley earroo ayns niau.",,70,
Q. What do you mean in praying for the coming of his Kingdom?,Q. Cre t’ow toiggal liorish guee son cheet e reeriaght?,,70,
"A. I pray that God would rule in our Hearts, and enlarge the Christian Church, by destroying the Power of Sin and Satan; and that he would hasten the Kingdom of Glory.","A. Ta mee guee dy jinnagh Jee reill ayns nyn greeaghyn, as yn Agglish Chreestee y niartaghey, liorish stroie pooar peccah as Noid-ny-hanmey; as dy-leah dy chur mullagh er y reeriaght dy ghloyr.",,70,
Q. What is the third Petition?,Q. Cre ta’n trass aghin?,,70,
"A. Thy Will be done in Earth, as it is in Heaven.","A. Dt’aigney dy row jeant er y thalloo, myr te ayns niau.",,70,
Q. What do you mean by the Will of God?,Q. Cre t’ow toiggal liorish aigney Yee?,,70,
"A. Whatsoever he hath promised or commanded in his Word, or does inflict in the Course of his Providence.","A. Cre-erbee t’eh er yialdyn ny er haarey ayns e ghoo, ny cre-erbee t’eh dy choyrt orrin ayns course e Ard-chiarailys.",,71,
Q. What then do you pray for in this Petition?,Q. Cre eisht t’ow guee er y hon ’syn aghin shoh?,,71,
"A. I pray that God will accomplish, in his good Time, whatever he has promised; and make me, and all the World, to submit to, and serve him with our utmost Care and Diligence, as the Angels and Saints do in Heaven.","A. Ta mee guee dy jean Jee cooilleeney, ayns e hraa mie hene, cre-erbee t’eh er yialdyn; as dy der eh orryms, as ooilley’n seihll, ginjillaghey huggey, as eh ’hirveish lesh nyn giarail as imnea smoo, myr ta ny ainlyn as nooghyn jannoo ayns niau.",,71,
Q. What is the fourth Petition?,Q. Cre ta’n chiarroo aghin?,,71,
A. Give us this Day our daily Bread.,A. Cur dooin nyn arran jiu as gagh-laa.,,71,
Q. What is meant by daily Bread?,Q. Cre t’er ny hoiggal liorish arran gagh-laa?,,71,
"A. That which is every Day necessary for our Subsistence, and convenient for our Comfort.","A. Shen ny ta dagh laa ymmyrchagh son nyn meaghey, as cooie son nyn gherjagh.",,71,
